Date,Store ID,Product ID,Category,Region,Inventory Level,Units Sold,Units Ordered,Demand Forecast,Price,Discount,Weather Condition,Holiday/Promotion,Competitor Pricing,Seasonality
2023-12-10,S002,P0013,Toys,West,282,32,124,43.74,28.16,5,Sunny,0,25.01,Summer
2023-12-10,S002,P0014,Electronics,North,378,130,180,144.4,95.04,15,Sunny,0,97.83,Spring
2023-12-10,S002,P0015,Electronics,West,111,104,179,121.8,39.67,15,Rainy,0,42.25,Spring
2023-12-10,S002,P0016,Groceries,East,457,396,138,387.13,96.79,0,Sunny,1,93.48,Autumn
2023-12-10,S002,P0017,Clothing,East,349,135,79,143.74,99.33,20,Rainy,0,98.06,Autumn
2023-12-10,S002,P0018,Furniture,North,144,42,113,32.05,35.89,0,Snowy,0,32.0,Winter
2023-12-10,S002,P0019,Electronics,South,119,55,191,59.17,99.5,0,Cloudy,0,102.53,Winter
2023-12-10,S002,P0020,Electronics,West,483,375,43,366.23,92.2,10,Rainy,1,96.49,Summer
2023-12-10,S003,P0001,Groceries,East,189,79,37,95.34,60.29,5,Rainy,1,57.47,Winter
2023-12-10,S003,P0002,Electronics,North,417,221,88,240.47,21.0,15,Cloudy,1,19.87,Winter
2023-12-10,S003,P0003,Groceries,South,388,351,83,364.99,85.86,0,Sunny,0,83.41,Spring
2023-12-10,S003,P0004,Furniture,South,328,279,115,286.06,80.19,15,Sunny,1,78.25,Summer
2023-12-10,S003,P0005,Groceries,West,359,231,90,246.02,82.26,10,Snowy,0,78.29,Autumn
2023-12-10,S003,P0006,Furniture,North,419,58,113,76.14,17.71,0,Snowy,0,20.24,Winter
2023-12-10,S003,P0007,Electronics,West,153,130,176,128.38,30.81,15,Rainy,1,31.93,Spring
2023-12-10,S003,P0008,Furniture,North,178,157,198,147.77,11.55,20,Sunny,0,6.65,Summer
2023-12-10,S003,P0009,Groceries,West,161,26,192,29.19,28.93,5,Snowy,0,32.15,Winter
2023-12-10,S003,P0010,Furniture,South,348,295,128,309.33,86.6,15,Rainy,1,83.48,Summer
2023-12-10,S003,P0011,Furniture,West,247,213,102,214.57,71.27,0,Snowy,0,73.79,Winter
2023-12-10,S003,P0012,Groceries,South,416,404,41,416.0,30.83,10,Rainy,1,35.1,Autumn
2023-12-10,S003,P0013,Clothing,East,495,291,22,298.07,85.95,15,Sunny,1,82.27,Winter
2023-12-10,S003,P0014,Electronics,South,214,11,199,16.44,11.43,15,Snowy,1,8.13,Autumn
2023-12-10,S003,P0015,Furniture,North,233,183,20,200.77,53.12,10,Cloudy,0,50.96,Autumn
2023-12-10,S003,P0016,Toys,South,443,165,130,157.04,12.21,10,Sunny,1,10.71,Summer
2023-12-10,S003,P0017,Toys,West,179,100,63,112.54,52.12,5,Rainy,1,54.17,Summer
2023-12-10,S003,P0018,Furniture,South,59,37,29,31.07,35.81,0,Snowy,0,32.69,Autumn
2023-12-10,S003,P0019,Furniture,East,310,60,161,50.41,93.4,15,Snowy,1,98.28,Autumn
2023-12-10,S003,P0020,Toys,West,493,265,144,270.14,47.09,0,Cloudy,0,43.84,Spring
2023-12-10,S004,P0001,Toys,West,72,2,34,-6.87,36.7,10,Snowy,1,34.89,Autumn
2023-12-10,S004,P0002,Toys,South,232,197,190,187.85,74.65,0,Snowy,0,74.24,Summer
2023-12-10,S004,P0003,Groceries,South,482,357,92,357.89,10.62,15,Sunny,1,7.67,Winter
2023-12-10,S004,P0004,Electronics,North,119,73,55,66.02,97.52,5,Rainy,0,98.33,Summer
2023-12-10,S004,P0005,Groceries,South,209,65,172,80.94,56.11,15,Snowy,1,54.61,Summer
2023-12-10,S004,P0006,Furniture,South,173,88,29,83.44,71.31,0,Cloudy,0,66.35,Autumn
2023-12-10,S004,P0007,Electronics,West,58,1,40,-8.42,17.79,10,Cloudy,1,16.7,Winter
2023-12-10,S004,P0008,Clothing,West,294,66,162,70.31,14.49,10,Snowy,1,11.2,Winter
2023-12-10,S004,P0009,Groceries,North,462,45,124,47.06,19.88,10,Sunny,0,23.91,Autumn
2023-12-10,S004,P0010,Toys,East,240,180,149,193.51,49.1,15,Cloudy,1,49.39,Winter
2023-12-10,S004,P0011,Groceries,West,53,35,31,46.77,10.17,0,Snowy,0,8.02,Winter
2023-12-10,S004,P0012,Groceries,South,208,200,196,200.94,54.15,5,Cloudy,1,50.95,Autumn
2023-12-10,S004,P0013,Toys,East,310,104,69,112.02,10.37,5,Snowy,0,9.28,Summer
2023-12-10,S004,P0014,Clothing,South,466,302,44,317.08,86.89,0,Rainy,1,89.91,Winter
2023-12-10,S004,P0015,Clothing,South,104,89,46,103.52,63.85,0,Snowy,0,60.68,Spring
2023-12-10,S004,P0016,Furniture,West,338,271,198,271.27,78.61,20,Sunny,0,73.75,Winter
2023-12-10,S004,P0017,Toys,North,261,12,149,28.35,20.24,0,Rainy,1,16.12,Summer
2023-12-10,S004,P0018,Groceries,South,230,96,48,94.33,31.55,5,Rainy,0,27.56,Summer
2023-12-10,S004,P0019,Furniture,North,493,380,176,391.58,49.52,5,Rainy,0,46.42,Autumn
2023-12-10,S004,P0020,Clothing,South,174,68,128,67.51,92.18,0,Sunny,0,90.47,Spring
2023-12-10,S005,P0001,Groceries,East,118,42,92,50.89,70.79,20,Sunny,1,70.32,Winter
2023-12-10,S005,P0002,Electronics,South,347,153,152,169.11,24.58,15,Sunny,0,22.64,Spring
2023-12-10,S005,P0003,Groceries,West,313,99,61,115.91,45.58,5,Cloudy,1,47.26,Autumn
2023-12-10,S005,P0004,Electronics,East,62,26,33,27.0,30.45,10,Cloudy,1,30.74,Winter
2023-12-10,S005,P0005,Electronics,North,234,90,37,92.17,25.82,5,Rainy,1,24.68,Winter
2023-12-10,S005,P0006,Furniture,West,415,76,48,83.64,94.35,20,Rainy,1,96.56,Spring
2023-12-10,S005,P0007,Clothing,North,183,61,44,79.25,86.11,15,Rainy,0,88.13,Summer
2023-12-10,S005,P0008,Toys,West,489,15,87,29.69,50.67,0,Sunny,0,52.16,Autumn
2023-12-10,S005,P0009,Electronics,South,176,20,20,10.24,79.31,10,Rainy,1,83.12,Winter
2023-12-10,S005,P0010,Groceries,East,395,151,95,161.02,58.49,0,Snowy,0,58.6,Winter
2023-12-10,S005,P0011,Electronics,North,422,215,82,225.83,91.69,0,Rainy,1,94.04,Autumn
2023-12-10,S005,P0012,Clothing,North,61,30,197,24.68,42.13,10,Rainy,0,41.24,Spring
2023-12-10,S005,P0013,Clothing,North,498,51,146,66.97,14.08,0,Sunny,1,10.58,Winter
2023-12-10,S005,P0014,Groceries,South,388,57,185,47.68,27.27,20,Sunny,1,26.01,Autumn
2023-12-10,S005,P0015,Toys,East,373,108,173,98.92,37.77,20,Cloudy,0,38.57,Winter
2023-12-10,S005,P0016,Toys,West,135,96,144,105.08,11.92,20,Cloudy,1,12.77,Summer
2023-12-10,S005,P0017,Electronics,East,439,136,106,145.2,93.27,5,Snowy,1,93.74,Summer
2023-12-10,S005,P0018,Electronics,West,272,136,23,146.64,42.12,15,Cloudy,1,38.89,Autumn
2023-12-10,S005,P0019,Clothing,South,93,56,50,68.01,66.75,10,Cloudy,0,62.01,Spring
2023-12-10,S005,P0020,Clothing,West,293,85,101,76.98,83.43,10,Snowy,1,88.07,Spring
2023-01-11,S001,P0001,Groceries,North,110,15,81,31.36,62.27,5,Rainy,1,66.7,Summer
2023-01-11,S001,P0002,Furniture,East,95,58,158,63.71,45.93,15,Snowy,1,45.66,Summer
2023-01-11,S001,P0003,Furniture,East,64,58,191,64.17,49.92,15,Rainy,1,49.22,Winter
2023-01-11,S001,P0004,Toys,North,430,15,97,30.62,10.69,20,Rainy,1,9.98,Summer
2023-01-11,S001,P0005,Electronics,North,301,52,81,58.09,80.42,15,Cloudy,0,76.62,Winter
2023-01-11,S001,P0006,Groceries,North,488,479,119,491.38,13.77,10,Snowy,0,15.72,Autumn
2023-01-11,S001,P0007,Furniture,North,364,218,96,222.92,11.6,20,Rainy,0,6.76,Winter
2023-01-11,S001,P0008,Clothing,East,478,317,94,307.92,33.25,20,Rainy,1,35.03,Winter
2023-01-11,S001,P0009,Clothing,North,323,132,189,144.37,77.35,15,Cloudy,1,74.87,Spring
2023-01-11,S001,P0010,Clothing,West,447,49,148,51.08,88.61,20,Snowy,1,86.23,Autumn
2023-01-11,S001,P0011,Toys,South,52,49,185,44.43,22.4,10,Rainy,0,19.4,Summer
2023-01-11,S001,P0012,Electronics,North,265,121,145,130.94,28.33,10,Rainy,0,25.82,Spring
2023-01-11,S001,P0013,Groceries,West,276,148,102,149.74,12.37,0,Sunny,1,14.33,Autumn
2023-01-11,S001,P0014,Groceries,West,138,40,52,50.93,92.96,15,Rainy,0,97.7,Summer
2023-01-11,S001,P0015,Toys,North,137,74,50,70.5,43.2,10,Rainy,1,38.3,Spring
2023-01-11,S001,P0016,Groceries,West,426,409,147,415.37,98.75,20,Snowy,1,93.82,Winter
2023-01-11,S001,P0017,Groceries,North,107,77,186,94.37,65.01,0,Cloudy,0,69.69,Spring
2023-01-11,S001,P0018,Groceries,East,441,193,21,209.08,64.77,20,Sunny,0,69.77,Autumn
2023-01-11,S001,P0019,Furniture,North,119,87,92,85.97,34.15,0,Rainy,0,30.96,Summer
2023-01-11,S001,P0020,Toys,West,296,257,140,261.6,20.05,10,Sunny,1,20.52,Winter
2023-01-11,S002,P0001,Furniture,East,396,130,139,125.66,74.4,5,Sunny,0,74.42,Autumn
2023-01-11,S002,P0002,Furniture,East,158,55,35,69.73,74.06,10,Sunny,1,77.93,Autumn
2023-01-11,S002,P0003,Groceries,North,292,272,65,276.44,11.83,20,Cloudy,0,7.85,Summer
2023-01-11,S002,P0004,Furniture,East,257,36,109,27.08,31.47,0,Cloudy,1,33.67,Summer
2023-01-11,S002,P0005,Groceries,East,345,256,182,274.73,75.89,5,Rainy,1,72.99,Autumn
2023-01-11,S002,P0006,Furniture,South,58,37,60,37.42,14.45,0,Cloudy,1,13.26,Summer
2023-01-11,S002,P0007,Clothing,South,172,116,164,134.37,29.26,0,Snowy,0,25.87,Spring
2023-01-11,S002,P0008,Furniture,North,181,43,124,55.49,70.76,10,Snowy,1,72.17,Winter
2023-01-11,S002,P0009,Groceries,South,52,37,119,38.31,77.56,20,Sunny,0,82.04,Summer
2023-01-11,S002,P0010,Electronics,North,57,38,166,34.49,10.2,5,Snowy,0,10.71,Winter
2023-01-11,S002,P0011,Toys,East,347,66,146,78.44,41.68,20,Cloudy,0,44.58,Winter
2023-01-11,S002,P0012,Clothing,North,231,96,100,86.78,28.51,5,Cloudy,1,31.46,Summer
2023-01-11,S002,P0013,Groceries,South,348,48,109,65.97,42.24,20,Cloudy,0,46.77,Winter
2023-01-11,S002,P0014,Groceries,East,442,338,187,351.66,60.07,0,Snowy,0,60.76,Autumn
2023-01-11,S002,P0015,Toys,West,91,20,180,12.61,92.04,15,Sunny,1,93.09,Spring
2023-01-11,S002,P0016,Electronics,North,68,1,103,7.24,25.58,10,Cloudy,0,29.92,Winter
2023-01-11,S002,P0017,Electronics,East,158,73,96,77.89,12.2,0,Sunny,1,11.64,Winter
2023-01-11,S002,P0018,Groceries,East,454,454,178,449.03,66.56,0,Sunny,1,70.64,Winter
2023-01-11,S002,P0019,Clothing,South,423,194,150,207.8,79.85,15,Sunny,1,77.71,Winter
2023-01-11,S002,P0020,Clothing,South,416,240,94,232.77,65.48,10,Rainy,0,63.33,Winter
2023-01-11,S003,P0001,Clothing,West,309,297,87,303.46,29.74,10,Sunny,1,33.09,Summer
2023-01-11,S003,P0002,Furniture,South,156,91,145,100.96,12.67,15,Snowy,1,11.78,Autumn
2023-01-11,S003,P0003,Furniture,West,259,172,143,175.3,48.21,5,Snowy,0,51.33,Winter
2023-01-11,S003,P0004,Groceries,East,95,13,72,17.42,36.52,10,Cloudy,0,37.03,Summer
2023-01-11,S003,P0005,Clothing,West,284,249,28,242.79,32.19,10,Cloudy,1,29.57,Winter
2023-01-11,S003,P0006,Groceries,North,492,267,124,265.51,49.22,20,Sunny,1,50.16,Autumn
2023-01-11,S003,P0007,Toys,South,192,39,115,36.2,42.11,0,Sunny,0,43.34,Autumn
2023-01-11,S003,P0008,Toys,West,371,310,190,325.29,53.51,15,Snowy,0,53.22,Winter
2023-01-11,S003,P0009,Electronics,North,127,42,32,32.5,46.55,0,Rainy,0,41.68,Summer
2023-01-11,S003,P0010,Furniture,West,65,42,167,41.68,98.36,0,Sunny,0,100.95,Summer
2023-01-11,S003,P0011,Electronics,South,198,153,92,145.78,41.73,10,Sunny,1,38.29,Spring
2023-01-11,S003,P0012,Clothing,South,207,181,157,173.37,61.69,15,Snowy,0,58.3,Spring
2023-01-11,S003,P0013,Furniture,North,116,8,62,11.63,79.72,15,Cloudy,1,81.37,Spring
2023-01-11,S003,P0014,Furniture,South,376,238,21,248.66,98.15,10,Snowy,0,99.56,Autumn
2023-01-11,S003,P0015,Furniture,South,471,15,73,7.39,67.54,5,Sunny,1,65.29,Summer
2023-01-11,S003,P0016,Groceries,East,318,72,67,79.23,39.73,0,Cloudy,1,43.38,Autumn
2023-01-11,S003,P0017,Groceries,South,87,54,75,64.69,48.85,0,Cloudy,1,46.41,Winter
2023-01-11,S003,P0018,Clothing,East,453,137,132,143.83,19.67,15,Sunny,1,23.32,Autumn
2023-01-11,S003,P0019,Electronics,East,223,117,89,116.95,95.1,15,Rainy,0,93.9,Winter
2023-01-11,S003,P0020,Groceries,South,142,31,77,23.41,39.12,10,Snowy,1,38.74,Autumn
2023-01-11,S004,P0001,Groceries,South,107,45,165,44.1,17.59,20,Cloudy,0,22.38,Winter
2023-01-11,S004,P0002,Furniture,South,351,208,65,209.1,42.31,10,Rainy,0,41.74,Autumn
2023-01-11,S004,P0003,Groceries,North,331,166,37,177.16,12.24,10,Rainy,1,11.58,Winter
2023-01-11,S004,P0004,Groceries,South,74,2,115,13.42,46.27,0,Snowy,1,49.91,Summer
2023-01-11,S004,P0005,Furniture,North,423,83,50,101.37,95.37,0,Rainy,0,91.82,Spring
2023-01-11,S004,P0006,Toys,West,278,56,144,74.58,67.67,10,Cloudy,1,66.71,Winter
2023-01-11,S004,P0007,Clothing,West,375,219,152,226.45,66.45,0,Rainy,0,69.63,Spring
2023-01-11,S004,P0008,Furniture,North,292,16,151,32.2,70.41,10,Rainy,1,67.73,Autumn
2023-01-11,S004,P0009,Toys,West,212,50,111,55.13,67.46,20,Sunny,0,70.61,Winter
2023-01-11,S004,P0010,Clothing,East,227,198,194,188.77,56.6,20,Sunny,0,57.99,Autumn
2023-01-11,S004,P0011,Toys,East,182,164,61,163.47,54.61,5,Snowy,1,54.13,Summer
2023-01-11,S004,P0012,Groceries,North,400,305,83,306.72,60.22,5,Snowy,1,61.82,Autumn
2023-01-11,S004,P0013,Toys,East,256,106,49,114.0,90.95,15,Cloudy,0,87.21,Summer
2023-01-11,S004,P0014,Toys,East,378,295,160,306.18,79.79,10,Sunny,0,76.55,Spring
2023-01-11,S004,P0015,Clothing,South,385,318,129,312.54,36.94,10,Snowy,1,39.89,Autumn
2023-01-11,S004,P0016,Toys,South,343,150,170,161.48,31.4,15,Rainy,1,33.88,Summer
2023-01-11,S004,P0017,Groceries,West,106,58,167,75.84,24.05,10,Sunny,1,21.71,Autumn
2023-01-11,S004,P0018,Groceries,East,184,167,195,177.02,43.24,0,Cloudy,0,45.02,Spring
2023-01-11,S004,P0019,Furniture,West,325,292,60,302.44,74.95,10,Sunny,0,71.06,Spring
2023-01-11,S004,P0020,Clothing,North,291,145,172,135.74,17.64,5,Cloudy,0,22.54,Spring
2023-01-11,S005,P0001,Toys,North,498,220,160,235.9,60.42,15,Cloudy,0,56.07,Autumn
2023-01-11,S005,P0002,Toys,West,472,241,116,240.66,91.21,0,Rainy,0,88.32,Autumn
2023-01-11,S005,P0003,Furniture,North,427,162,150,172.04,32.59,5,Rainy,1,31.19,Autumn
2023-01-11,S005,P0004,Furniture,South,458,402,72,412.49,34.27,15,Sunny,1,30.77,Winter
2023-01-11,S005,P0005,Furniture,East,137,35,106,39.96,63.21,20,Sunny,0,67.04,Spring
2023-01-11,S005,P0006,Electronics,West,186,124,95,123.98,14.79,20,Rainy,0,16.07,Summer
2023-01-11,S005,P0007,Furniture,East,178,103,108,109.24,81.23,5,Sunny,1,83.73,Winter
2023-01-11,S005,P0008,Toys,West,484,266,143,270.21,91.5,15,Sunny,1,89.56,Winter
2023-01-11,S005,P0009,Toys,South,349,49,71,64.11,98.06,5,Snowy,0,102.93,Winter
2023-01-11,S005,P0010,Toys,East,80,10,150,15.3,37.03,20,Rainy,1,34.74,Spring
2023-01-11,S005,P0011,Groceries,East,61,33,83,32.12,78.73,10,Sunny,1,74.35,Winter
2023-01-11,S005,P0012,Groceries,North,369,80,49,75.76,97.92,15,Cloudy,1,95.26,Autumn
2023-01-11,S005,P0013,Clothing,East,195,32,118,30.05,22.07,0,Sunny,1,21.83,Winter
2023-01-11,S005,P0014,Groceries,North,184,118,152,128.68,29.07,5,Sunny,1,34.0,Summer
2023-01-11,S005,P0015,Clothing,West,64,16,123,30.97,37.99,0,Sunny,0,42.79,Summer
2023-01-11,S005,P0016,Furniture,West,377,192,128,196.45,45.85,0,Cloudy,1,46.84,Summer
2023-01-11,S005,P0017,Groceries,North,186,164,124,166.3,74.91,0,Rainy,1,75.26,Spring
2023-01-11,S005,P0018,Clothing,North,351,220,78,229.23,30.98,5,Cloudy,0,31.44,Summer
2023-01-11,S005,P0019,Toys,East,373,233,163,237.18,22.47,0,Rainy,0,27.14,Winter
2023-01-11,S005,P0020,Clothing,West,290,10,42,20.52,24.89,5,Rainy,1,23.34,Summer
2023-02-11,S001,P0001,Furniture,West,386,139,123,147.8,70.51,20,Sunny,0,68.81,Summer
2023-02-11,S001,P0002,Clothing,North,258,4,160,16.51,51.71,20,Snowy,0,55.62,Autumn
2023-02-11,S001,P0003,Toys,West,327,322,134,327.69,58.42,0,Cloudy,1,59.99,Summer
2023-02-11,S001,P0004,Clothing,West,272,17,59,10.28,71.37,10,Snowy,1,69.84,Spring
2023-02-11,S001,P0005,Furniture,East,164,41,82,51.85,10.34,5,Sunny,0,11.98,Winter
2023-02-11,S001,P0006,Furniture,West,69,26,68,30.01,11.02,5,Sunny,0,13.14,Spring
2023-02-11,S001,P0007,Electronics,East,106,48,148,49.97,90.92,20,Sunny,1,95.0,Winter
2023-02-11,S001,P0008,Clothing,South,342,191,123,182.2,51.78,5,Sunny,1,53.22,Summer
2023-02-11,S001,P0009,Toys,East,298,112,99,122.14,66.67,10,Rainy,1,65.66,Summer
2023-02-11,S001,P0010,Furniture,North,194,73,160,71.91,40.46,10,Snowy,1,44.68,Winter
2023-02-11,S001,P0011,Electronics,South,156,34,82,37.74,98.24,0,Cloudy,1,97.53,Autumn
2023-02-11,S001,P0012,Groceries,East,466,106,168,104.39,34.25,15,Sunny,0,34.13,Spring
2023-02-11,S001,P0013,Toys,East,244,183,39,173.75,91.74,20,Snowy,0,95.57,Spring
2023-02-11,S001,P0014,Clothing,West,401,355,101,348.71,58.13,10,Sunny,0,61.45,Winter
2023-02-11,S001,P0015,Toys,North,112,39,130,34.24,48.67,15,Snowy,1,46.61,Summer
2023-02-11,S001,P0016,Furniture,West,354,259,135,266.18,16.62,15,Rainy,1,15.56,Summer
2023-02-11,S001,P0017,Toys,North,479,316,180,320.66,59.35,15,Rainy,1,59.75,Spring
2023-02-11,S001,P0018,Groceries,North,153,135,146,142.9,67.62,0,Snowy,0,62.69,Autumn
2023-02-11,S001,P0019,Toys,North,113,5,110,-4.29,21.7,5,Sunny,0,22.08,Autumn
2023-02-11,S001,P0020,Toys,North,449,383,180,373.49,23.82,10,Sunny,0,25.84,Spring
2023-02-11,S002,P0001,Toys,South,375,343,49,335.15,47.83,15,Sunny,0,46.18,Summer
2023-02-11,S002,P0002,Electronics,West,267,203,153,208.31,22.25,20,Cloudy,1,22.83,Winter
2023-02-11,S002,P0003,Electronics,South,332,37,149,56.96,29.97,5,Sunny,1,34.24,Winter
2023-02-11,S002,P0004,Furniture,East,444,131,198,136.07,18.87,0,Cloudy,0,20.16,Winter
2023-02-11,S002,P0005,Groceries,West,406,21,115,23.78,69.82,0,Snowy,1,70.84,Autumn
2023-02-11,S002,P0006,Groceries,East,414,358,27,376.82,42.53,5,Rainy,0,46.31,Spring
2023-02-11,S002,P0007,Furniture,West,255,62,146,69.76,12.51,20,Rainy,0,14.03,Autumn
2023-02-11,S002,P0008,Groceries,West,176,83,167,87.56,12.39,15,Rainy,0,7.44,Summer
2023-02-11,S002,P0009,Toys,East,427,232,51,238.43,11.89,20,Cloudy,1,13.67,Summer
2023-02-11,S002,P0010,Toys,East,142,19,37,23.86,44.89,5,Cloudy,1,48.29,Summer
2023-02-11,S002,P0011,Toys,West,232,92,105,106.52,81.25,5,Cloudy,0,85.91,Winter
2023-02-11,S002,P0012,Electronics,North,474,459,50,460.13,33.24,5,Sunny,0,35.51,Winter
2023-02-11,S002,P0013,Furniture,North,188,105,142,124.46,64.72,20,Snowy,1,65.56,Summer
2023-02-11,S002,P0014,Toys,North,294,265,30,269.75,12.61,10,Cloudy,1,11.16,Winter
2023-02-11,S002,P0015,Electronics,East,317,17,135,21.84,18.65,5,Sunny,1,19.37,Winter
2023-02-11,S002,P0016,Toys,West,360,196,126,205.95,58.57,5,Rainy,0,54.65,Autumn
2023-02-11,S002,P0017,Electronics,West,487,338,175,353.15,15.18,5,Cloudy,1,16.65,Summer
2023-02-11,S002,P0018,Toys,South,258,38,180,42.45,89.97,0,Rainy,0,93.97,Spring
2023-02-11,S002,P0019,Clothing,West,324,94,143,88.41,90.18,10,Rainy,1,88.31,Spring
2023-02-11,S002,P0020,Toys,South,240,21,192,32.05,44.25,20,Snowy,1,40.12,Summer
2023-02-11,S003,P0001,Toys,East,178,85,79,87.14,43.39,5,Sunny,0,42.52,Winter
2023-02-11,S003,P0002,Toys,West,261,99,136,90.13,97.94,10,Sunny,1,96.13,Summer
2023-02-11,S003,P0003,Clothing,North,293,57,114,67.53,50.17,5,Snowy,0,45.97,Winter
2023-02-11,S003,P0004,Groceries,West,297,39,167,49.29,65.92,0,Rainy,1,68.38,Autumn
2023-02-11,S003,P0005,Furniture,East,372,243,90,241.52,33.47,0,Rainy,0,38.34,Summer
2023-02-11,S003,P0006,Clothing,North,361,180,49,171.04,80.03,0,Snowy,0,81.19,Summer
2023-02-11,S003,P0007,Electronics,South,420,27,87,41.65,29.68,5,Cloudy,1,32.93,Spring
2023-02-11,S003,P0008,Groceries,West,358,188,195,195.65,87.17,0,Rainy,0,91.18,Winter
2023-02-11,S003,P0009,Groceries,South,73,29,165,27.34,15.55,0,Cloudy,0,18.52,Summer
2023-02-11,S003,P0010,Groceries,South,116,65,60,72.69,23.69,0,Snowy,1,23.63,Winter
2023-02-11,S003,P0011,Clothing,East,497,113,96,121.29,80.49,10,Rainy,1,81.04,Summer
2023-02-11,S003,P0012,Electronics,East,187,27,46,27.72,30.19,20,Snowy,0,34.02,Winter
2023-02-11,S003,P0013,Clothing,North,182,74,158,65.83,81.1,10,Snowy,0,78.7,Autumn
2023-02-11,S003,P0014,Clothing,South,412,257,33,267.18,24.09,15,Rainy,1,28.97,Spring
2023-02-11,S003,P0015,Toys,West,143,32,68,42.12,23.09,0,Cloudy,0,21.1,Summer
2023-02-11,S003,P0016,Electronics,East,353,269,160,278.36,49.15,10,Snowy,0,44.99,Summer
2023-02-11,S003,P0017,Clothing,South,313,193,194,205.11,19.73,5,Rainy,0,19.06,Spring
2023-02-11,S003,P0018,Groceries,West,129,122,128,125.83,20.46,10,Rainy,0,21.72,Winter
2023-02-11,S003,P0019,Furniture,South,334,304,95,323.38,11.72,5,Sunny,0,12.46,Autumn
2023-02-11,S003,P0020,Clothing,West,250,167,150,171.85,48.86,15,Sunny,1,53.05,Winter
2023-02-11,S004,P0001,Groceries,West,371,116,69,133.2,72.5,5,Snowy,0,70.64,Winter
2023-02-11,S004,P0002,Clothing,West,328,150,132,148.03,39.25,0,Rainy,0,42.62,Spring
2023-02-11,S004,P0003,Clothing,North,226,70,140,86.55,21.25,10,Rainy,0,24.51,Summer
2023-02-11,S004,P0004,Clothing,West,483,306,88,316.26,56.5,20,Sunny,1,55.21,Autumn
2023-02-11,S004,P0005,Electronics,North,112,3,167,11.76,80.62,5,Snowy,0,85.33,Autumn
2023-02-11,S004,P0006,Clothing,West,482,397,184,412.44,23.91,20,Sunny,1,23.76,Winter
2023-02-11,S004,P0007,Groceries,North,436,155,61,150.83,92.5,0,Snowy,1,97.01,Summer
2023-02-11,S004,P0008,Groceries,South,428,190,100,186.84,66.38,15,Snowy,1,70.27,Autumn
2023-02-11,S004,P0009,Toys,East,443,107,103,125.13,57.7,20,Rainy,1,53.06,Winter
2023-02-11,S004,P0010,Furniture,South,55,52,31,61.18,63.23,0,Cloudy,0,64.42,Winter
2023-02-11,S004,P0011,Furniture,West,267,193,60,189.35,48.55,20,Sunny,1,50.65,Autumn
2023-02-11,S004,P0012,Clothing,South,53,8,197,1.19,69.58,15,Cloudy,1,67.39,Autumn
2023-02-11,S004,P0013,Groceries,South,103,10,88,9.83,25.15,0,Rainy,0,23.11,Summer
2023-02-11,S004,P0014,Toys,North,488,67,70,77.7,81.17,0,Snowy,1,76.38,Summer
2023-02-11,S004,P0015,Furniture,West,165,104,82,111.22,31.51,20,Cloudy,1,31.38,Winter
2023-02-11,S004,P0016,Groceries,South,244,240,156,244.19,89.79,20,Sunny,1,88.45,Winter
2023-02-11,S004,P0017,Clothing,North,88,36,60,41.9,65.47,5,Rainy,0,69.56,Spring
2023-02-11,S004,P0018,Furniture,North,334,72,167,78.49,46.85,15,Rainy,0,44.79,Summer
2023-02-11,S004,P0019,Clothing,East,270,93,151,87.21,44.53,5,Snowy,0,42.05,Autumn
2023-02-11,S004,P0020,Electronics,East,169,60,84,53.78,25.61,10,Snowy,1,29.36,Summer
2023-02-11,S005,P0001,Electronics,West,107,74,138,66.79,59.28,5,Rainy,1,62.33,Summer
2023-02-11,S005,P0002,Groceries,South,379,172,106,176.5,87.42,20,Snowy,0,85.91,Summer
2023-02-11,S005,P0003,Toys,South,212,116,78,109.58,13.23,15,Sunny,0,17.94,Spring
2023-02-11,S005,P0004,Electronics,West,265,223,98,236.05,85.03,15,Rainy,1,86.52,Winter
2023-02-11,S005,P0005,Toys,East,424,318,195,315.65,80.7,20,Snowy,1,79.63,Winter
2023-02-11,S005,P0006,Electronics,North,56,0,22,5.93,73.77,0,Snowy,0,76.16,Summer
2023-02-11,S005,P0007,Electronics,West,263,233,38,230.69,55.3,0,Rainy,0,56.82,Spring
2023-02-11,S005,P0008,Groceries,West,84,46,49,44.16,19.44,0,Sunny,0,21.92,Summer
2023-02-11,S005,P0009,Furniture,North,263,97,27,102.96,66.01,20,Sunny,1,61.18,Autumn
2023-02-11,S005,P0010,Groceries,South,279,39,98,33.88,92.21,0,Rainy,0,89.79,Autumn
2023-02-11,S005,P0011,Electronics,East,255,164,134,167.0,64.53,20,Rainy,0,67.01,Summer
2023-02-11,S005,P0012,Clothing,North,402,29,133,29.06,29.63,0,Snowy,1,32.08,Spring
2023-02-11,S005,P0013,Clothing,East,382,377,36,380.54,28.25,5,Rainy,1,30.16,Summer
2023-02-11,S005,P0014,Toys,South,191,170,50,166.49,34.81,5,Sunny,0,37.72,Winter
2023-02-11,S005,P0015,Clothing,West,333,235,180,251.27,94.46,20,Snowy,1,91.58,Summer
2023-02-11,S005,P0016,Toys,North,195,155,84,151.43,53.0,15,Rainy,1,49.35,Winter
2023-02-11,S005,P0017,Furniture,North,274,86,74,105.47,78.54,15,Cloudy,1,75.71,Autumn
2023-02-11,S005,P0018,Clothing,South,434,164,52,179.53,19.82,15,Sunny,1,24.14,Spring
